_id,Product ID,Location ID,Quantity Available
64ea5e0afe4f979a95e9dd83,P0007,L7,81
64ea5e0afe4f979a95e9dd84,P0007,L8,60
64ea5e0afe4f979a95e9dd85,P0007,L9,38
64ea5e0afe4f979a95e9dd86,P0007,L10,36
64ea5e0afe4f979a95e9dd87,P0008,L1,12
64ea5e0afe4f979a95e9dd88,P0008,L2,10
64ea5e0afe4f979a95e9dd89,P0008,L3,95
64ea5e0afe4f979a95e9dd8a,P0008,L4,43
64ea5e0afe4f979a95e9dd8b,P0008,L5,8
64ea5e0afe4f979a95e9dd8c,P0008,L6,88
64ea5e0afe4f979a95e9dd8d,P0008,L7,6
64ea5e0afe4f979a95e9dd8e,P0008,L8,42
64ea5e0afe4f979a95e9dd8f,P0008,L9,81
64ea5e0afe4f979a95e9dd90,P0008,L10,32
64ea5e0afe4f979a95e9dd91,P0009,L1,43
64ea5e0afe4f979a95e9dd92,P0009,L2,10
64ea5e0afe4f979a95e9dd93,P0009,L3,100
64ea5e0afe4f979a95e9dd94,P0009,L4,57
64ea5e0afe4f979a95e9dd95,P0009,L5,97
64ea5e0afe4f979a95e9dd96,P0009,L6,92
64ea5e0afe4f979a95e9dd97,P0009,L7,81
64ea5e0afe4f979a95e9dd98,P0009,L8,33
64ea5e0afe4f979a95e9dd99,P0009,L9,23
64ea5e0afe4f979a95e9dd9a,P0009,L10,99
64ea5e0afe4f979a95e9dd9b,P0010,L1,50
64ea5e0afe4f979a95e9dd9c,P0010,L2,59
64ea5e0afe4f979a95e9dd9d,P0010,L3,31
64ea5e0afe4f979a95e9dd9e,P0010,L4,97
64ea5e0afe4f979a95e9dd9f,P0010,L5,75
64ea5e0afe4f979a95e9dda0,P0010,L6,14
64ea5e0afe4f979a95e9dda1,P0010,L7,39
64ea5e0afe4f979a95e9dda2,P0010,L8,1
64ea5e0afe4f979a95e9dda3,P0010,L9,10
64ea5e0afe4f979a95e9dda4,P0010,L10,47
64ea5e0afe4f979a95e9dda5,P0011,L1,61
64ea5e0afe4f979a95e9dda6,P0011,L2,63
64ea5e0afe4f979a95e9dda7,P0011,L3,49
64ea5e0afe4f979a95e9dda8,P0011,L4,40
64ea5e0afe4f979a95e9dda9,P0011,L5,65
64ea5e0afe4f979a95e9ddaa,P0011,L6,49
64ea5e0afe4f979a95e9ddab,P0011,L7,68
64ea5e0afe4f979a95e9ddac,P0011,L8,85
64ea5e0afe4f979a95e9ddad,P0011,L9,45
64ea5e0afe4f979a95e9ddae,P0011,L10,73
64ea5e0afe4f979a95e9ddaf,P0012,L1,61
64ea5e0afe4f979a95e9ddb0,P0012,L2,82
64ea5e0afe4f979a95e9ddb1,P0012,L3,59
64ea5e0afe4f979a95e9ddb2,P0012,L4,31
64ea5e0afe4f979a95e9ddb3,P0012,L5,45
64ea5e0afe4f979a95e9ddb4,P0012,L6,75
64ea5e0afe4f979a95e9ddb5,P0012,L7,38
64ea5e0afe4f979a95e9ddb6,P0012,L8,94
64ea5e0afe4f979a95e9ddb7,P0012,L9,2
64ea5e0afe4f979a95e9ddb8,P0012,L10,80
64ea5e0afe4f979a95e9ddb9,P0013,L1,64
64ea5e0afe4f979a95e9ddba,P0013,L2,15
64ea5e0afe4f979a95e9ddbb,P0013,L3,87
64ea5e0afe4f979a95e9ddbc,P0013,L4,93
64ea5e0afe4f979a95e9ddbd,P0013,L5,89
64ea5e0afe4f979a95e9ddbe,P0013,L6,11
64ea5e0afe4f979a95e9ddbf,P0013,L7,17
64ea5e0afe4f979a95e9ddc0,P0013,L8,46
64ea5e0afe4f979a95e9ddc1,P0013,L9,46
64ea5e0afe4f979a95e9ddc2,P0013,L10,84
64ea5e0afe4f979a95e9ddc3,P0014,L1,46
64ea5e0afe4f979a95e9ddc4,P0014,L2,85
64ea5e0afe4f979a95e9ddc5,P0014,L3,42
64ea5e0afe4f979a95e9ddc6,P0014,L4,60
64ea5e0afe4f979a95e9ddc7,P0014,L5,52
64ea5e0afe4f979a95e9ddc8,P0014,L6,73
64ea5e0afe4f979a95e9ddc9,P0014,L7,28
64ea5e0afe4f979a95e9ddca,P0014,L8,29
64ea5e0afe4f979a95e9ddcb,P0014,L9,23
64ea5e0afe4f979a95e9ddcc,P0014,L10,68
64ea5e0afe4f979a95e9ddcd,P0015,L1,76
64ea5e0afe4f979a95e9ddce,P0015,L2,6
64ea5e0afe4f979a95e9ddcf,P0015,L3,24
64ea5e0afe4f979a95e9ddd0,P0015,L4,100
64ea5e0afe4f979a95e9ddd1,P0015,L5,10
64ea5e0afe4f979a95e9ddd2,P0015,L6,100
64ea5e0afe4f979a95e9ddd3,P0015,L7,38
64ea5e0afe4f979a95e9ddd4,P0015,L8,1
64ea5e0afe4f979a95e9ddd5,P0015,L9,41
64ea5e0afe4f979a95e9ddd6,P0015,L10,27
64ea5e0afe4f979a95e9ddd7,P0016,L1,53
64ea5e0afe4f979a95e9ddd8,P0016,L2,100
64ea5e0afe4f979a95e9ddd9,P0016,L3,93
64ea5e0afe4f979a95e9ddda,P0016,L4,94
64ea5e0afe4f979a95e9dddb,P0016,L5,59
64ea5e0afe4f979a95e9dddc,P0016,L6,7
64ea5e0afe4f979a95e9dddd,P0016,L7,16
64ea5e0afe4f979a95e9ddde,P0016,L8,75
64ea5e0afe4f979a95e9dddf,P0016,L9,36
64ea5e0afe4f979a95e9dde0,P0016,L10,87
64ea5e0afe4f979a95e9dde1,P0017,L1,54
64ea5e0afe4f979a95e9dde2,P0017,L2,85
64ea5e0afe4f979a95e9dde3,P0017,L3,97
64ea5e0afe4f979a95e9dde4,P0017,L4,10
64ea5e0afe4f979a95e9dde5,P0017,L5,32
64ea5e0afe4f979a95e9dde6,P0017,L6,97
64ea5e0afe4f979a95e9dde7,P0017,L7,42
64ea5e0afe4f979a95e9dde8,P0017,L8,43
64ea5e0afe4f979a95e9dde9,P0017,L9,89
64ea5e0afe4f979a95e9ddea,P0017,L10,57
64ea5e0afe4f979a95e9ddeb,P0018,L1,49
64ea5e0afe4f979a95e9ddec,P0018,L2,25
64ea5e0afe4f979a95e9dded,P0018,L3,41
64ea5e0afe4f979a95e9ddee,P0018,L4,45
64ea5e0afe4f979a95e9ddef,P0018,L5,43
64ea5e0afe4f979a95e9ddf0,P0018,L6,35
64ea5e0afe4f979a95e9ddf1,P0018,L7,46
64ea5e0afe4f979a95e9ddf2,P0018,L8,31
64ea5e0afe4f979a95e9ddf3,P0018,L9,79
64ea5e0afe4f979a95e9ddf4,P0018,L10,18
64ea5e0afe4f979a95e9ddf5,P0019,L1,54
64ea5e0afe4f979a95e9ddf6,P0019,L2,61
64ea5e0afe4f979a95e9ddf7,P0019,L3,35
64ea5e0afe4f979a95e9ddf8,P0019,L4,100
64ea5e0afe4f979a95e9ddf9,P0019,L5,99
64ea5e0afe4f979a95e9ddfa,P0019,L6,81
64ea5e0afe4f979a95e9ddfb,P0019,L7,55
64ea5e0afe4f979a95e9ddfc,P0019,L8,70
64ea5e0afe4f979a95e9ddfd,P0019,L9,23
64ea5e0afe4f979a95e9ddfe,P0019,L10,29
64ea5e0afe4f979a95e9ddff,P0020,L1,91
64ea5e0afe4f979a95e9de00,P0020,L2,73
64ea5e0afe4f979a95e9de01,P0020,L3,16
64ea5e0afe4f979a95e9de02,P0020,L4,63
64ea5e0afe4f979a95e9de03,P0020,L5,98
64ea5e0afe4f979a95e9de04,P0020,L6,71
64ea5e0afe4f979a95e9de05,P0020,L7,56
64ea5e0afe4f979a95e9de06,P0020,L8,48
64ea5e0afe4f979a95e9de07,P0020,L9,59
64ea5e0afe4f979a95e9de08,P0020,L10,47
64ea5e0afe4f979a95e9de09,P0021,L1,73
64ea5e0afe4f979a95e9de0a,P0021,L2,20
64ea5e0afe4f979a95e9de0b,P0021,L3,16
64ea5e0afe4f979a95e9de0c,P0021,L4,50
64ea5e0afe4f979a95e9de0d,P0021,L5,25
64ea5e0afe4f979a95e9de0e,P0021,L6,59
64ea5e0afe4f979a95e9de0f,P0021,L7,41
64ea5e0afe4f979a95e9de10,P0021,L8,57
64ea5e0afe4f979a95e9de11,P0021,L9,67
64ea5e0afe4f979a95e9de12,P0021,L10,41
64ea5e0afe4f979a95e9de13,P0022,L1,57
64ea5e0afe4f979a95e9de14,P0022,L2,80
64ea5e0afe4f979a95e9de15,P0022,L3,70
64ea5e0afe4f979a95e9de16,P0022,L4,43
64ea5e0afe4f979a95e9de17,P0022,L5,84
64ea5e0afe4f979a95e9de18,P0022,L6,56
64ea5e0afe4f979a95e9de19,P0022,L7,86
64ea5e0afe4f979a95e9de1a,P0022,L8,42
64ea5e0afe4f979a95e9de1b,P0022,L9,76
64ea5e0afe4f979a95e9de1c,P0022,L10,93
64ea5e0afe4f979a95e9de1d,P0023,L1,7
64ea5e0afe4f979a95e9de1e,P0023,L2,35
64ea5e0afe4f979a95e9de1f,P0023,L3,22
64ea5e0afe4f979a95e9de20,P0023,L4,16
64ea5e0afe4f979a95e9de21,P0023,L5,5
64ea5e0afe4f979a95e9de22,P0023,L6,34
64ea5e0afe4f979a95e9de23,P0023,L7,91
64ea5e0afe4f979a95e9de24,P0023,L8,64
64ea5e0afe4f979a95e9de25,P0023,L9,93
64ea5e0afe4f979a95e9de26,P0023,L10,80
64ea5e0afe4f979a95e9de27,P0024,L1,58
64ea5e0afe4f979a95e9de28,P0024,L2,13
64ea5e0afe4f979a95e9de29,P0024,L3,26
64ea5e0afe4f979a95e9de2a,P0024,L4,38
64ea5e0afe4f979a95e9de2b,P0024,L5,36
64ea5e0afe4f979a95e9de2c,P0024,L6,69
64ea5e0afe4f979a95e9de2d,P0024,L7,91
64ea5e0afe4f979a95e9de2e,P0024,L8,43
64ea5e0afe4f979a95e9de2f,P0024,L9,98
64ea5e0afe4f979a95e9de30,P0024,L10,89
64ea5e0afe4f979a95e9de31,P0025,L1,79
64ea5e0afe4f979a95e9de32,P0025,L2,90
64ea5e0afe4f979a95e9de33,P0025,L3,88
64ea5e0afe4f979a95e9de34,P0025,L4,83
64ea5e0afe4f979a95e9de35,P0025,L5,81
64ea5e0afe4f979a95e9de36,P0025,L6,32
64ea5e0afe4f979a95e9de37,P0025,L7,94
64ea5e0afe4f979a95e9de38,P0025,L8,90
64ea5e0afe4f979a95e9de39,P0025,L9,33
64ea5e0afe4f979a95e9de3a,P0025,L10,6
64ea5e0afe4f979a95e9de3b,P0026,L1,66
64ea5e0afe4f979a95e9de3c,P0026,L2,93
64ea5e0afe4f979a95e9de3d,P0026,L3,41
64ea5e0afe4f979a95e9de3e,P0026,L4,9
64ea5e0afe4f979a95e9de3f,P0026,L5,8
64ea5e0afe4f979a95e9de40,P0026,L6,14
64ea5e0afe4f979a95e9de41,P0026,L7,94
64ea5e0afe4f979a95e9de42,P0026,L8,27
64ea5e0afe4f979a95e9de43,P0026,L9,64
64ea5e0afe4f979a95e9de44,P0026,L10,41
64ea5e0afe4f979a95e9de45,P0027,L1,2
64ea5e0afe4f979a95e9de46,P0027,L2,56
64ea5e0afe4f979a95e9de47,P0027,L3,15
64ea5e0afe4f979a95e9de48,P0027,L4,78
64ea5e0afe4f979a95e9de49,P0027,L5,61
64ea5e0afe4f979a95e9de4a,P0027,L6,58
64ea5e0afe4f979a95e9de4b,P0027,L7,32
64ea5e0afe4f979a95e9de4c,P0027,L8,32
64ea5e0afe4f979a95e9de4d,P0027,L9,22
64ea5e0afe4f979a95e9de4e,P0027,L10,57
64ea5e0afe4f979a95e9de4f,P0028,L1,41
64ea5e0afe4f979a95e9de50,P0028,L2,88
64ea5e0afe4f979a95e9de51,P0028,L3,91
64ea5e0afe4f979a95e9de52,P0028,L4,51
64ea5e0afe4f979a95e9de53,P0028,L5,57
64ea5e0afe4f979a95e9de54,P0028,L6,96
64ea5e0afe4f979a95e9de55,P0028,L7,36
64ea5e0afe4f979a95e9de56,P0028,L8,83
64ea5e0afe4f979a95e9de57,P0028,L9,91
64ea5e0afe4f979a95e9de58,P0028,L10,75
64ea5e0afe4f979a95e9de59,P0029,L1,96
64ea5e0afe4f979a95e9de5a,P0029,L2,9
64ea5e0afe4f979a95e9de5b,P0029,L3,13
64ea5e0afe4f979a95e9de5c,P0029,L4,11
64ea5e0afe4f979a95e9de5d,P0029,L5,38
64ea5e0afe4f979a95e9de5e,P0029,L6,94
64ea5e0afe4f979a95e9de5f,P0029,L7,56
64ea5e0afe4f979a95e9de60,P0029,L8,33
64ea5e0afe4f979a95e9de61,P0029,L9,1
64ea5e0afe4f979a95e9de62,P0029,L10,50
64ea5e0afe4f979a95e9de63,P0030,L1,83
64ea5e0afe4f979a95e9de64,P0030,L2,55
64ea5e0afe4f979a95e9de65,P0030,L3,57
64ea5e0afe4f979a95e9de66,P0030,L4,81
64ea5e0afe4f979a95e9de67,P0030,L5,11
64ea5e0afe4f979a95e9de68,P0030,L6,23
64ea5e0afe4f979a95e9de69,P0030,L7,88
64ea5e0afe4f979a95e9de6a,P0030,L8,9
64ea5e0afe4f979a95e9de6b,P0030,L9,23
64ea5e0afe4f979a95e9de6c,P0030,L10,88
64ea5e0afe4f979a95e9de6d,P0031,L1,48
64ea5e0afe4f979a95e9de6e,P0031,L2,56
64ea5e0afe4f979a95e9de6f,P0031,L3,45
64ea5e0afe4f979a95e9de70,P0031,L4,68
64ea5e0afe4f979a95e9de71,P0031,L5,8
64ea5e0afe4f979a95e9de72,P0031,L6,32
64ea5e0afe4f979a95e9de73,P0031,L7,40
64ea5e0afe4f979a95e9de74,P0031,L8,2
64ea5e0afe4f979a95e9de75,P0031,L9,17
64ea5e0afe4f979a95e9de76,P0031,L10,27
64ea5e0afe4f979a95e9de77,P0032,L1,22
64ea5e0afe4f979a95e9de78,P0032,L2,78
64ea5e0afe4f979a95e9de79,P0032,L3,61
64ea5e0afe4f979a95e9de7a,P0032,L4,40
64ea5e0afe4f979a95e9de7b,P0032,L5,10
64ea5e0afe4f979a95e9de7c,P0032,L6,43
64ea5e0afe4f979a95e9de7d,P0032,L7,50
64ea5e0afe4f979a95e9de7e,P0032,L8,52
64ea5e0afe4f979a95e9de7f,P0032,L9,68
64ea5e0afe4f979a95e9de80,P0032,L10,100
64ea5e0afe4f979a95e9de81,P0033,L1,89
64ea5e0afe4f979a95e9de82,P0033,L2,89
64ea5e0afe4f979a95e9de83,P0033,L3,22
64ea5e0afe4f979a95e9de84,P0033,L4,85
64ea5e0afe4f979a95e9de85,P0033,L5,33
64ea5e0afe4f979a95e9de86,P0033,L6,97
64ea5e0afe4f979a95e9de87,P0033,L7,79
64ea5e0afe4f979a95e9de88,P0033,L8,87
64ea5e0afe4f979a95e9de89,P0033,L9,57
64ea5e0afe4f979a95e9de8a,P0033,L10,27
64ea5e0afe4f979a95e9de8b,P0034,L1,54
64ea5e0afe4f979a95e9de8c,P0034,L2,39
64ea5e0afe4f979a95e9de8d,P0034,L3,85
64ea5e0afe4f979a95e9de8e,P0034,L4,57
64ea5e0afe4f979a95e9de8f,P0034,L5,2
64ea5e0afe4f979a95e9de90,P0034,L6,89
64ea5e0afe4f979a95e9de91,P0034,L7,67
64ea5e0afe4f979a95e9de92,P0034,L8,51
64ea5e0afe4f979a95e9de93,P0034,L9,31
64ea5e0afe4f979a95e9de94,P0034,L10,49
64ea5e0afe4f979a95e9de95,P0035,L1,38
64ea5e0afe4f979a95e9de96,P0035,L2,69
64ea5e0afe4f979a95e9de97,P0035,L3,40
64ea5e0afe4f979a95e9de98,P0035,L4,64
64ea5e0afe4f979a95e9de99,P0035,L5,41
64ea5e0afe4f979a95e9de9a,P0035,L6,30
64ea5e0afe4f979a95e9de9b,P0035,L7,83
64ea5e0afe4f979a95e9de9c,P0035,L8,70
64ea5e0afe4f979a95e9de9d,P0035,L9,81
64ea5e0afe4f979a95e9de9e,P0035,L10,20
64ea5e0afe4f979a95e9de9f,P0036,L1,99
64ea5e0afe4f979a95e9dea0,P0036,L2,76
64ea5e0afe4f979a95e9dea1,P0036,L3,100
64ea5e0afe4f979a95e9dea2,P0036,L4,67
64ea5e0afe4f979a95e9dea3,P0036,L5,99
64ea5e0afe4f979a95e9dea4,P0036,L6,39
64ea5e0afe4f979a95e9dea5,P0036,L7,84
64ea5e0afe4f979a95e9dea6,P0036,L8,36
64ea5e0afe4f979a95e9dea7,P0036,L9,32
64ea5e0afe4f979a95e9dea8,P0036,L10,22
64ea5e0afe4f979a95e9dea9,P0037,L1,56
64ea5e0afe4f979a95e9deaa,P0037,L2,80
64ea5e0afe4f979a95e9deab,P0037,L3,62
64ea5e0afe4f979a95e9deac,P0037,L4,51
64ea5e0afe4f979a95e9dead,P0037,L5,88
64ea5e0afe4f979a95e9deae,P0037,L6,25
64ea5e0afe4f979a95e9deaf,P0037,L7,7
64ea5e0afe4f979a95e9deb0,P0037,L8,78
64ea5e0afe4f979a95e9deb1,P0037,L9,56
64ea5e0afe4f979a95e9deb2,P0037,L10,19
64ea5e0afe4f979a95e9deb3,P0038,L1,80
64ea5e0afe4f979a95e9deb4,P0038,L2,53
64ea5e0afe4f979a95e9deb5,P0038,L3,23
64ea5e0afe4f979a95e9deb6,P0038,L4,81
64ea5e0afe4f979a95e9deb7,P0038,L5,43
64ea5e0afe4f979a95e9deb8,P0038,L6,82
64ea5e0afe4f979a95e9deb9,P0038,L7,6
64ea5e0afe4f979a95e9deba,P0038,L8,83
64ea5e0afe4f979a95e9debb,P0038,L9,42
64ea5e0afe4f979a95e9debc,P0038,L10,65
64ea5e0afe4f979a95e9debd,P0039,L1,32
64ea5e0afe4f979a95e9debe,P0039,L2,96
64ea5e0afe4f979a95e9debf,P0039,L3,32
64ea5e0afe4f979a95e9dec0,P0039,L4,65
64ea5e0afe4f979a95e9dec1,P0039,L5,19
64ea5e0afe4f979a95e9dec2,P0039,L6,89
64ea5e0afe4f979a95e9dec3,P0039,L7,7
64ea5e0afe4f979a95e9dec4,P0039,L8,96
64ea5e0afe4f979a95e9dec5,P0039,L9,14
64ea5e0afe4f979a95e9dec6,P0039,L10,65
64ea5e0afe4f979a95e9dec7,P0040,L1,35
64ea5e0afe4f979a95e9dec8,P0040,L2,81
64ea5e0afe4f979a95e9dec9,P0040,L3,80
64ea5e0afe4f979a95e9deca,P0040,L4,73
64ea5e0afe4f979a95e9decb,P0040,L5,99
64ea5e0afe4f979a95e9decc,P0040,L6,44
64ea5e0afe4f979a95e9decd,P0040,L7,60
64ea5e0afe4f979a95e9dece,P0040,L8,54
64ea5e0afe4f979a95e9decf,P0040,L9,32
64ea5e0afe4f979a95e9ded0,P0040,L10,34
64ea5e0afe4f979a95e9ded1,P0041,L1,95
64ea5e0afe4f979a95e9ded2,P0041,L2,33
64ea5e0afe4f979a95e9ded3,P0041,L3,1
64ea5e0afe4f979a95e9ded4,P0041,L4,87
64ea5e0afe4f979a95e9ded5,P0041,L5,53
64ea5e0afe4f979a95e9ded6,P0041,L6,4
64ea5e0afe4f979a95e9ded7,P0041,L7,72
64ea5e0afe4f979a95e9ded8,P0041,L8,38
64ea5e0afe4f979a95e9ded9,P0041,L9,90
64ea5e0afe4f979a95e9deda,P0041,L10,32
64ea5e0afe4f979a95e9dedb,P0042,L1,53
64ea5e0afe4f979a95e9dedc,P0042,L2,98
64ea5e0afe4f979a95e9dedd,P0042,L3,74
64ea5e0afe4f979a95e9dede,P0042,L4,72
64ea5e0afe4f979a95e9dedf,P0042,L5,95
64ea5e0afe4f979a95e9dee0,P0042,L6,64
64ea5e0afe4f979a95e9dee1,P0042,L7,14
64ea5e0afe4f979a95e9dee2,P0042,L8,66
64ea5e0afe4f979a95e9dee3,P0042,L9,50
64ea5e0afe4f979a95e9dee4,P0042,L10,33
64ea5e0afe4f979a95e9dee5,P0043,L1,49
64ea5e0afe4f979a95e9dee6,P0043,L2,76
64ea5e0afe4f979a95e9dee7,P0043,L3,12
64ea5e0afe4f979a95e9dee8,P0043,L4,59
64ea5e0afe4f979a95e9dee9,P0043,L5,14
64ea5e0afe4f979a95e9deea,P0043,L6,72
64ea5e0afe4f979a95e9deeb,P0043,L7,45
64ea5e0afe4f979a95e9deec,P0043,L8,11
64ea5e0afe4f979a95e9deed,P0043,L9,62
64ea5e0afe4f979a95e9deee,P0043,L10,88
64ea5e0afe4f979a95e9deef,P0044,L1,0
64ea5e0afe4f979a95e9def0,P0044,L2,87
64ea5e0afe4f979a95e9def1,P0044,L3,17
64ea5e0afe4f979a95e9def2,P0044,L4,87
64ea5e0afe4f979a95e9def3,P0044,L5,62
64ea5e0afe4f979a95e9def4,P0044,L6,3
64ea5e0afe4f979a95e9def5,P0044,L7,61
64ea5e0afe4f979a95e9def6,P0044,L8,19
64ea5e0afe4f979a95e9def7,P0044,L9,96
64ea5e0afe4f979a95e9def8,P0044,L10,22
64ea5e0afe4f979a95e9def9,P0045,L1,77
64ea5e0afe4f979a95e9defa,P0045,L2,67
64ea5e0afe4f979a95e9defb,P0045,L3,18
64ea5e0afe4f979a95e9defc,P0045,L4,17
64ea5e0afe4f979a95e9defd,P0045,L5,8
64ea5e0afe4f979a95e9defe,P0045,L6,26
64ea5e0afe4f979a95e9deff,P0045,L7,19
64ea5e0afe4f979a95e9df00,P0045,L8,43
64ea5e0afe4f979a95e9df01,P0045,L9,57
64ea5e0afe4f979a95e9df02,P0045,L10,68
64ea5e0afe4f979a95e9df03,P0046,L1,67
64ea5e0afe4f979a95e9df04,P0046,L2,53
64ea5e0afe4f979a95e9df05,P0046,L3,95
64ea5e0afe4f979a95e9df06,P0046,L4,37
64ea5e0afe4f979a95e9df07,P0046,L5,90
64ea5e0afe4f979a95e9df08,P0046,L6,74
64ea5e0afe4f979a95e9df09,P0046,L7,53
64ea5e0afe4f979a95e9df0a,P0046,L8,5
64ea5e0afe4f979a95e9df0b,P0046,L9,80
64ea5e0afe4f979a95e9df0c,P0046,L10,91
64ea5e0afe4f979a95e9df0d,P0047,L1,47
64ea5e0afe4f979a95e9df0e,P0047,L2,44
64ea5e0afe4f979a95e9df0f,P0047,L3,57
64ea5e0afe4f979a95e9df10,P0047,L4,43
64ea5e0afe4f979a95e9df11,P0047,L5,2
64ea5e0afe4f979a95e9df12,P0047,L6,79
64ea5e0afe4f979a95e9df13,P0047,L7,35
64ea5e0afe4f979a95e9df14,P0047,L8,59
64ea5e0afe4f979a95e9df15,P0047,L9,5
64ea5e0afe4f979a95e9df16,P0047,L10,92
64ea5e0afe4f979a95e9df17,P0048,L1,1
64ea5e0afe4f979a95e9df18,P0048,L2,80
64ea5e0afe4f979a95e9df19,P0048,L3,96
64ea5e0afe4f979a95e9df1a,P0048,L4,58
64ea5e0afe4f979a95e9df1b,P0048,L5,93
64ea5e0afe4f979a95e9df1c,P0048,L6,3
64ea5e0afe4f979a95e9df1d,P0048,L7,62
64ea5e0afe4f979a95e9df1e,P0048,L8,92
64ea5e0afe4f979a95e9df1f,P0048,L9,82
64ea5e0afe4f979a95e9df20,P0048,L10,10
64ea5e0afe4f979a95e9df21,P0049,L1,60
64ea5e0afe4f979a95e9df22,P0049,L2,62
64ea5e0afe4f979a95e9df23,P0049,L3,10
64ea5e0afe4f979a95e9df24,P0049,L4,98
64ea5e0afe4f979a95e9df25,P0049,L5,43
64ea5e0afe4f979a95e9df26,P0049,L6,44
64ea5e0afe4f979a95e9df27,P0049,L7,10
64ea5e0afe4f979a95e9df28,P0049,L8,92
64ea5e0afe4f979a95e9df29,P0049,L9,1
64ea5e0afe4f979a95e9df2a,P0049,L10,98
64ea5e0afe4f979a95e9df2b,P0050,L1,47
64ea5e0afe4f979a95e9df2c,P0050,L2,45
64ea5e0afe4f979a95e9df2d,P0050,L3,11
64ea5e0afe4f979a95e9df2e,P0050,L4,49
64ea5e0afe4f979a95e9df2f,P0050,L5,8
64ea5e0afe4f979a95e9df30,P0050,L6,62
64ea5e0afe4f979a95e9df31,P0050,L7,21
64ea5e0afe4f979a95e9df32,P0050,L8,12
64ea5e0afe4f979a95e9df33,P0050,L9,7
64ea5e0afe4f979a95e9df34,P0050,L10,98
64ea5e0afe4f979a95e9df35,P0051,L1,92
